"N0_7muVerMo","SubjVertMo","QGVertMotion","CombVerMo","AreaMeso_ALS","SatContMoist","RaoContMoist","CombMoisture","AreaMoDryAir","VISCloudCov","IRCloudCover","CombClouds","CldShadeOth","AMInstabMt","InsInMt","WndHodograph","OutflowFrMt","MorningBound","Boundaries","CldShadeConv","CompPlFcst","CapChange","LoLevMoistAd","InsChange","MountainFcst","Date","Scenario","ScenRelAMCIN","MorningCIN","AMCINInScen","CapInScen","ScenRelAMIns","LIfr12ZDENSd","AMDewptCalPl","AMInsWliScen","InsSclInScen","ScenRel3_4","LatestCIN","LLIW","CurPropConv","ScnRelPlFcst","PlainsFcst","N34StarFcst","R5Fcst","Dewpoints","LowLLapse","MeanRH","MidLLapse","MvmtFeatures","RHRatio","SfcWndShfDis","SynForcng","TempDis","WindAloft","WindFieldMt","WindFieldPln"
"Neutral","Neutral","Neutral","Neutral","Neutral","Wet","Neutral","Neutral","Neutral","Cloudy","PC","Cloudy","Cloudy","Weak","Weak","DCVZFavor","None","Weak","None","None","LittleChange","LittleChange","WeakPos","Increasing","XNIL","Jul2_Jul15","D","CThruK","Stifling","Average","Average","CDEJ","N1GtLIGt_4","Stability","LessUnstable","Average","D","None","Strong","Strong","D","SIG","SIG","SIG","LowMtsHighPl","Steep","VeryMoist","ModerateOrLe","OtherRapid","Other","DenvCyclone","NegToPos","Other","NWQuad","Westerly","LongAnticyc"
"StrongUp","Down","StrongUp","WeakUp","WeakUp","Neutral","VeryWet","VeryWet","VeryWet","Clear","Clear","Clear","Clear","Weak","Strong","DCVZFavor","Strong","Weak","Strong","Marked","LittleChange","LittleChange","Negative","Decreasing","SIG","Jul2_Jul15","K","CThruK","PartInhibit","Average","Average","K","N1GtLIGt_4","Neutral","LessUnstable","LessUnstable","ACEFK","None","Weak","Moderate","K","XNIL","XNIL","SIG","HighEvrywher","Steep","Dry","ModerateOrLe","StrongFront","DryMMoistL","MovingFtorOt","SigPositive","Moving","SWQuad","LVorOther","WidespdDnsl"
"Down","StronUp","Down","Down","Down","Neutral","Wet","Neutral","Neutral","PC","Clear","PC","Clear","None","Strong","DCVZFavor","Strong","None","Weak","Marked","IncCapDecIns","Increasing","Neutral","LittleChange","SIG","Aug20_Sep15","I","CThruK","PartInhibit","MoreThanAve","MoreThanAve","ABI","N5GtLIGt_8","Instability","MoreUnstable","Average","HI","None","Weak","Slight","I","XNIL","XNIL","SIG","LowSHighN","Steep","VeryMoist","ModerateOrLe","NoMajor","Other","E_W_S","PosToNeg","QStationary","LV","Westerly","LongAnticyc"
"Neutral","WeakUp","Neutral","WeakUp","WeakUp","Dry","Neutral","Dry","Dry","PC","Clear","Clear","Clear","Strong","Strong","Westerly","Strong","None","Strong","Some","LittleChange","LittleChange","StrongPos","LittleChange","SIG","Jun15_Jul1","H","CThruK","PartInhibit","Average","MoreThanAve","H","N5GtLIGt_8","Instability","MoreUnstable","MoreUnstable","HI","None","Unfavorable","None","H","SVR","SVR","SVR","LowMtsHighPl","Stable","VeryMoist","ModerateOrLe","NoMajor","DryMMoistL","None","LittleChange","Moving","NWQuad","LVorOther","E_NE"
"Neutral","Down","WeakUp","Neutral","Neutral","Dry","Dry","Neutral","Neutral","Cloudy","Clear","Cloudy","Cloudy","Strong","Strong","DCVZFavor","Strong","None","Strong","Marked","IncCapDecIns","Increasing","Negative","Increasing","XNIL","Jun15_Jul1","A","AB","PartInhibit","LessThanAve","MoreThanAve","ABI","N1GtLIGt_4","Neutral","LessUnstable","MoreUnstable","ACEFK","None","Weak","Moderate","A","SVR","SVR","SVR","LowMtsHighPl","Stable","Average","ModerateOrLe","MarkedUpper","DryMMoistL","E_W_S","PosToNeg","Other","SWQuad","Westerly","DenvCyclone"
"Neutral","Down","StrongUp","WeakUp","WeakUp","Neutral","Neutral","Neutral","Neutral","Clear","Clear","Clear","PC","None","None","Other","None","None","None","None","DecCapIncIns","Decreasing","Negative","Decreasing","XNIL","Jul2_Jul15","A","AB","None","LessThanAve","LessThanAve","ABI","N1GtLIGt_4","Stability","LessUnstable","LessUnstable","ACEFK","PartInhibit","Strong","Strong","A","XNIL","XNIL","XNIL","LowSHighN","Stable","Average","CloseToDryAd","StrongFront","DryMMoistL","E_W_N","PosToNeg","Other","SWQuad","Westerly","DenvCyclone"
"StrongUp","Down","WeakUp","Neutral","Neutral","Wet","Neutral","Wet","Neutral","Clear","Clear","Clear","Clear","Strong","Strong","Other","None","None","None","Some","LittleChange","LittleChange","StrongPos","Increasing","SVR","Jul16_Aug10","K","CThruK","Stifling","MoreThanAve","MoreThanAve","K","N1GtLIGt_4","Stability","Average","MoreUnstable","ACEFK","PartInhibit","Weak","None","K","XNIL","XNIL","SVR","HighEvrywher","Stable","Dry","Steep","StrongFront","DryMMoistL","MovingFtorOt","SigPositive","Moving","AllElse","Westerly","E_NE"
"WeakUp","Neutral","Down","Down","Down","Dry","Dry","Wet","Wet","PC","Clear","PC","Clear","Weak","Strong","DCVZFavor","Weak","None","Weak","Marked","DecCapIncIns","Decreasing","Negative","Decreasing","SVR","Jul2_Jul15","E","CThruK","PartInhibit","Average","Average","CDEJ","N1GtLIGt_4","Neutral","LessUnstable","LessUnstable","ACEFK","PartInhibit","Strong","Moderate","E","SIG","SIG","SVR","LowSHighN","CloseToDryAd","Dry","ModerateOrLe","NoMajor","MoistMDryL","MovingFtorOt","LittleChange","None","AllElse","Westerly","LV"
"Down","Neutral","Down","Neutral","Neutral","Neutral","Dry","Neutral","Neutral","PC","PC","PC","PC","Strong","Strong","StrongWest","Strong","None","Strong","Marked","DecCapIncIns","Decreasing","Neutral","LittleChange","SIG","Aug20_Sep15","K","CThruK","None","LessThanAve","LessThanAve","K","N1GtLIGt_4","Instability","LessUnstable","LessUnstable","ACEFK","None","Weak","Moderate","K","XNIL","XNIL","SIG","LowSHighN","Stable","Average","Steep","StrongFront","Other","MovingFtorOt","NegToPos","Other","AllElse","Westerly","SEQuad"
"Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Cloudy","PC","Cloudy","Cloudy","Weak","Strong","Westerly","Strong","None","Strong","Some","IncCapDecIns","Increasing","WeakPos","Increasing","XNIL","May15_Jun14","H","CThruK","PartInhibit","Average","MoreThanAve","H","N1GtLIGt_4","Stability","LessUnstable","Average","HI","None","Weak","Moderate","H","XNIL","XNIL","XNIL","LowAtStation","Stable","Average","Steep","NoMajor","DryMMoistL","E_W_N","PosToNeg","None","LV","LVorOther","E_NE"
"Down","StronUp","Neutral","Neutral","Neutral","Neutral","Dry","Wet","Wet","Clear","Cloudy","Clear","Clear","Strong","Strong","Westerly","Strong","Weak","Weak","None","DecCapIncIns","Decreasing","WeakPos","Decreasing","SIG","May15_Jun14","K","CThruK","Stifling","Average","LessThanAve","K","N5GtLIGt_8","Instability","MoreUnstable","MoreUnstable","ACEFK","None","Moderate","Moderate","K","XNIL","XNIL","SIG","LowMtsHighPl","Stable","Dry","CloseToDryAd","MarkedUpper","MoistMDryL","E_W_N","SigPositive","Moving","AllElse","Westerly","LongAnticyc"
"StrongUp","WeakUp","Neutral","StrongUp","StrongUp","Wet","Wet","VeryWet","VeryWet","Clear","PC","Clear","PC","None","None","Other","None","Strong","Strong","None","DecCapIncIns","Decreasing","Negative","Decreasing","XNIL","Jul16_Aug10","I","CThruK","Stifling","MoreThanAve","MoreThanAve","ABI","N5GtLIGt_8","Neutral","Average","LessUnstable","HI","Stifling","Weak","Slight","I","XNIL","XNIL","XNIL","LowSHighN","Steep","Dry","ModerateOrLe","OtherRapid","DryMMoistL","E_W_S","SigNegative","QStationary","AllElse","LVorOther","DenvCyclone"
"StrongUp","WeakUp","Neutral","Neutral","Neutral","Dry","Dry","Wet","Wet","Cloudy","PC","PC","PC","Strong","Strong","StrongWest","Strong","Weak","Strong","Marked","LittleChange","LittleChange","Negative","Decreasing","SIG","Aug20_Sep15","A","AB","TotalInhibit","MoreThanAve","MoreThanAve","ABI","N1GtLIGt_4","Stability","LessUnstable","LessUnstable","ACEFK","None","Unfavorable","None","A","XNIL","XNIL","SIG","Other","Stable","Average","Steep","MarkedUpper","DryMMoistL","DenvCyclone","PosToNeg","Other","SWQuad","LVorOther","SEQuad"
"WeakUp","Neutral","Neutral","Neutral","Neutral","VeryWet","Neutral","VeryWet","VeryWet","PC","Clear","Clear","PC","None","None","DCVZFavor","None","Weak","None","None","IncCapDecIns","Increasing","WeakPos","Increasing","XNIL","Jul16_Aug10","D","CThruK","PartInhibit","LessThanAve","Average","CDEJ","N5GtLIGt_8","Instability","MoreUnstable","MoreUnstable","D","Stifling","Strong","Slight","D","SIG","SIG","SIG","LowSHighN","ModerateOrLe","Average","Steep","StrongFront","MoistMDryL","Other","NegToPos","Moving","SWQuad","Westerly","WidespdDnsl"
"WeakUp","StronUp","Neutral","WeakUp","WeakUp","Neutral","Dry","Dry","Neutral","PC","PC","Cloudy","Cloudy","Weak","Strong","Westerly","Strong","Strong","Weak","Marked","IncCapDecIns","Increasing","WeakPos","Increasing","XNIL","Aug11_Aug20","G","CThruK","Stifling","Average","MoreThanAve","G","N1GtLIGt_4","Instability","MoreUnstable","MoreUnstable","GJ","TotalInhibit","Weak","None","G","XNIL","XNIL","XNIL","LowSHighN","Steep","Dry","CloseToDryAd","OtherRapid","Other","DryLine","PosToNeg","None","SWQuad","Westerly","WidespdDnsl"
"Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Dry","Neutral","Clear","PC","Clear","Clear","Strong","Strong","Other","None","None","Weak","Some","LittleChange","LittleChange","Neutral","LittleChange","SIG","May15_Jun14","G","CThruK","PartInhibit","Average","MoreThanAve","G","LIGt0","Neutral","LessUnstable","LessUnstable","GJ","None","Weak","Slight","G","XNIL","XNIL","SIG","LowEvrywhere","Steep","Dry","CloseToDryAd","NoMajor","Other","None","SigPositive","None","NWQuad","LVorOther","WidespdDnsl"
"StrongUp","StronUp","Neutral","StrongUp","StrongUp","Neutral","Neutral","Neutral","VeryWet","PC","PC","PC","Cloudy","None","None","DCVZFavor","None","Weak","None","None","IncCapDecIns","Increasing","WeakPos","LittleChange","XNIL","Aug11_Aug20","B","AB","PartInhibit","LessThanAve","Average","ABI","N1GtLIGt_4","Instability","LessUnstable","LessUnstable","B","None","Moderate","Strong","B","SIG","SIG","SIG","LowMtsHighPl","Steep","Average","CloseToDryAd","MarkedUpper","DryMMoistL","DenvCyclone","NegToPos","Moving","LV","Westerly","DenvCyclone"
"StrongUp","Neutral","Neutral","WeakUp","WeakUp","Neutral","Dry","Neutral","Dry","PC","Clear","Clear","Clear","Strong","Strong","DCVZFavor","Strong","None","Strong","Marked","LittleChange","LittleChange","Neutral","LittleChange","SIG","Aug20_Sep15","C","CThruK","PartInhibit","Average","Average","CDEJ","N1GtLIGt_4","Stability","MoreUnstable","MoreUnstable","ACEFK","Stifling","Moderate","None","C","XNIL","XNIL","SIG","LowEvrywhere","Steep","Average","ModerateOrLe","StrongFront","Other","E_W_N","SigPositive","Other","NWQuad","Westerly","LongAnticyc"
"Neutral","Neutral","Neutral","Neutral","Neutral","VeryWet","Neutral","VeryWet","VeryWet","PC","Cloudy","Clear","Clear","Weak","Strong","StrongWest","Strong","None","Weak","Some","IncCapDecIns","Increasing","Negative","LittleChange","SVR","Aug20_Sep15","A","AB","TotalInhibit","MoreThanAve","MoreThanAve","ABI","N5GtLIGt_8","Neutral","MoreUnstable","MoreUnstable","ACEFK","None","Unfavorable","None","A","SVR","SVR","SVR","HighEvrywher","Stable","VeryMoist","ModerateOrLe","StrongFront","DryMMoistL","DenvCyclone","SigNegative","Other","SWQuad","Westerly","E_NE"
"StrongUp","StronUp","Down","StrongUp","StrongUp","Wet","Dry","Wet","VeryWet","PC","Clear","PC","Cloudy","Weak","Strong","DCVZFavor","Strong","Weak","Strong","Marked","LittleChange","LittleChange","StrongPos","Increasing","SIG","Aug20_Sep15","K","CThruK","None","LessThanAve","LessThanAve","K","LIGt0","Neutral","LessUnstable","MoreUnstable","ACEFK","PartInhibit","Moderate","Moderate","K","XNIL","XNIL","SIG","Other","ModerateOrLe","Dry","ModerateOrLe","StrongFront","Other","MovingFtorOt","NegToPos","QStationary","AllElse","Westerly","WidespdDnsl"
"Down","Neutral","Neutral","Down","Down","Neutral","Neutral","Neutral","Neutral","PC","Clear","Clear","Clear","None","Weak","DCVZFavor","Weak","None","Weak","Some","IncCapDecIns","Increasing","WeakPos","Increasing","XNIL","May15_Jun14","H","CThruK","PartInhibit","Average","MoreThanAve","H","N1GtLIGt_4","Stability","Average","Average","HI","PartInhibit","Moderate","Slight","H","XNIL","XNIL","XNIL","HighEvrywher","Stable","VeryMoist","CloseToDryAd","MarkedUpper","DryMMoistL","None","SigPositive","None","AllElse","Westerly","E_NE"
"WeakUp","Neutral","StrongUp","Neutral","Neutral","VeryWet","VeryWet","VeryWet","VeryWet","Cloudy","Clear","Cloudy","Cloudy","None","None","Other","None","None","Weak","None","IncCapDecIns","Increasing","Neutral","Decreasing","XNIL","May15_Jun14","D","CThruK","Stifling","Average","MoreThanAve","CDEJ","N1GtLIGt_4","Neutral","MoreUnstable","MoreUnstable","D","PartInhibit","Weak","Slight","D","SIG","SIG","SIG","LowSHighN","CloseToDryAd","Average","ModerateOrLe","OtherRapid","DryMMoistL","DryLine","SigNegative","Other","SWQuad","Westerly","DenvCyclone"
"Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Dry","Dry","Dry","PC","Clear","Clear","Clear","None","Weak","DCVZFavor","None","Weak","Strong","Marked","LittleChange","LittleChange","Neutral","LittleChange","SIG","Jun15_Jul1","C","CThruK","None","LessThanAve","LessThanAve","CDEJ","N5GtLIGt_8","Instability","Average","Average","ACEFK","None","Moderate","None","C","XNIL","XNIL","SIG","Other","Steep","Dry","Steep","NoMajor","MoistMDryL","E_W_S","LittleChange","None","NWQuad","Westerly","LongAnticyc"
"Down","Down","StrongUp","Down","Down","Wet","Wet","Wet","Wet","PC","PC","PC","PC","Strong","Strong","StrongWest","Strong","None","Strong","Marked","IncCapDecIns","Increasing","Neutral","Increasing","SVR","Aug20_Sep15","J","CThruK","None","Average","MoreThanAve","CDEJ","LILt_8","Instability","MoreUnstable","MoreUnstable","GJ","PartInhibit","Moderate","Slight","J","XNIL","XNIL","SVR","LowAtStation","Steep","Average","Steep","NoMajor","MoistMDryL","Other","LittleChange","None","LV","LVorOther","LV"
"WeakUp","Down","StrongUp","Neutral","Neutral","Neutral","Neutral","Neutral","VeryWet","PC","Cloudy","Cloudy","Cloudy","None","None","Westerly","None","Weak","None","None","IncCapDecIns","Increasing","Negative","Increasing","XNIL","May15_Jun14","E","CThruK","PartInhibit","Average","MoreThanAve","CDEJ","LILt_8","Instability","MoreUnstable","MoreUnstable","ACEFK","PartInhibit","Weak","None","E","XNIL","XNIL","XNIL","LowEvrywhere","Steep","Average","ModerateOrLe","NoMajor","Other","E_W_N","SigNegative","None","SWQuad","Westerly","WidespdDnsl"
"Neutral","WeakUp","Down","Down","Down","Neutral","Dry","Dry","Dry","Clear","Clear","Clear","Clear","Strong","Strong","DCVZFavor","Strong","None","Weak","Some","IncCapDecIns","Increasing","WeakPos","Increasing","XNIL","Aug11_Aug20","E","CThruK","PartInhibit","Average","MoreThanAve","CDEJ","LILt_8","Neutral","MoreUnstable","MoreUnstable","ACEFK","PartInhibit","Moderate","Slight","E","SIG","SIG","SIG","LowMtsHighPl","CloseToDryAd","Dry","Steep","NoMajor","MoistMDryL","None","LittleChange","None","SWQuad","Westerly","WidespdDnsl"
"StrongUp","Neutral","Neutral","WeakUp","WeakUp","Dry","Neutral","Dry","Dry","Clear","PC","Clear","PC","Weak","Strong","DCVZFavor","Strong","Weak","Weak","Some","LittleChange","LittleChange","WeakPos","Increasing","SIG","Jul16_Aug10","F","CThruK","PartInhibit","Average","Average","F","N5GtLIGt_8","Stability","Average","MoreUnstable","ACEFK","None","Moderate","Slight","F","SIG","SIG","SIG","HighEvrywher","ModerateOrLe","VeryMoist","ModerateOrLe","NoMajor","Other","None","PosToNeg","None","AllElse","LVorOther","E_NE"
"StrongUp","Down","Neutral","StrongUp","StrongUp","VeryWet","Neutral","VeryWet","VeryWet","PC","PC","PC","Cloudy","Weak","Strong","DCVZFavor","Strong","Weak","Strong","Some","DecCapIncIns","Decreasing","Neutral","LittleChange","XNIL","Jul2_Jul15","K","CThruK","PartInhibit","Average","LessThanAve","K","N1GtLIGt_4","Stability","LessUnstable","LessUnstable","ACEFK","PartInhibit","Weak","None","K","XNIL","XNIL","XNIL","LowAtStation","Steep","VeryMoist","ModerateOrLe","StrongFront","Other","MovingFtorOt","SigPositive","QStationary","NWQuad","Westerly","SEQuad"
"Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Dry","Neutral","Neutral","PC","PC","PC","PC","None","None","StrongWest","None","None","Weak","None","LittleChange","LittleChange","Neutral","LittleChange","XNIL","Jun15_Jul1","G","CThruK","None","Average","Average","G","N1GtLIGt_4","Instability","MoreUnstable","Average","GJ","None","Moderate","Slight","G","SIG","SIG","SIG","LowAtStation","CloseToDryAd","Dry","CloseToDryAd","MarkedUpper","MoistMDryL","Other","SigNegative","None","SWQuad","Westerly","LV"
"WeakUp","Neutral","WeakUp","Neutral","Neutral","Wet","Neutral","Wet","Neutral","Cloudy","PC","Cloudy","Cloudy","None","None","Westerly","None","Strong","Weak","None","IncCapDecIns","Increasing","Negative","Decreasing","XNIL","Aug11_Aug20","J","CThruK","Stifling","MoreThanAve","MoreThanAve","CDEJ","LIGt0","Instability","MoreUnstable","MoreUnstable","GJ","Stifling","Strong","Moderate","J","XNIL","XNIL","XNIL","LowEvrywhere","CloseToDryAd","Average","Steep","NoMajor","Other","None","LittleChange","Other","AllElse","LVorOther","LV"
"WeakUp","Down","Neutral","Down","Down","Dry","Dry","Wet","Neutral","Clear","PC","Clear","Clear","Weak","Strong","Other","None","None","None","None","LittleChange","LittleChange","Negative","Decreasing","SIG","Aug20_Sep15","E","CThruK","PartInhibit","LessThanAve","LessThanAve","CDEJ","N5GtLIGt_8","Instability","MoreUnstable","MoreUnstable","ACEFK","PartInhibit","Moderate","Slight","E","XNIL","XNIL","SIG","LowSHighN","CloseToDryAd","Average","ModerateOrLe","OtherRapid","MoistMDryL","MovingFtorOt","SigNegative","Other","AllElse","Westerly","LV"
"WeakUp","Neutral","StrongUp","WeakUp","WeakUp","Dry","Dry","Wet","VeryWet","PC","Clear","Clear","PC","None","None","DCVZFavor","None","None","None","None","DecCapIncIns","Decreasing","Negative","Decreasing","XNIL","Jul16_Aug10","B","AB","PartInhibit","Average","Average","ABI","N5GtLIGt_8","Neutral","Average","Average","B","PartInhibit","Moderate","Slight","B","SIG","SIG","SIG","LowSHighN","ModerateOrLe","VeryMoist","Steep","StrongFront","DryMMoistL","DenvCyclone","LittleChange","Other","AllElse","LVorOther","LV"
"StrongUp","Neutral","Neutral","StrongUp","StrongUp","Dry","Neutral","Wet","VeryWet","Clear","PC","Clear","Clear","None","None","DCVZFavor","None","None","None","None","IncCapDecIns","Increasing","WeakPos","Increasing","XNIL","Jun15_Jul1","E","CThruK","Stifling","MoreThanAve","MoreThanAve","CDEJ","N5GtLIGt_8","Instability","MoreUnstable","MoreUnstable","ACEFK","None","Weak","Slight","E","SIG","SIG","SIG","HighEvrywher","CloseToDryAd","Dry","ModerateOrLe","NoMajor","MoistMDryL","None","LittleChange","None","SWQuad","Westerly","LV"
"Neutral","Down","Down","Neutral","Neutral","Neutral","Neutral","Dry","Neutral","Clear","Cloudy","PC","PC","Strong","Strong","Other","Weak","Weak","Weak","Some","LittleChange","LittleChange","Neutral","LittleChange","XNIL","Jun15_Jul1","G","CThruK","TotalInhibit","MoreThanAve","MoreThanAve","G","N1GtLIGt_4","Stability","LessUnstable","LessUnstable","GJ","None","Moderate","Moderate","G","SIG","SIG","SIG","LowAtStation","CloseToDryAd","Dry","CloseToDryAd","NoMajor","MoistMDryL","None","LittleChange","None","SWQuad","Westerly","LV"
"StrongUp","WeakUp","Neutral","StrongUp","StrongUp","Neutral","Wet","Neutral","Wet","PC","Clear","Clear","PC","Strong","Strong","Other","None","None","Weak","None","DecCapIncIns","Decreasing","Negative","Decreasing","SVR","May15_Jun14","C","CThruK","PartInhibit","Average","LessThanAve","CDEJ","N1GtLIGt_4","Stability","LessUnstable","LessUnstable","ACEFK","None","Moderate","Strong","C","XNIL","XNIL","SVR","LowEvrywhere","CloseToDryAd","Dry","Steep","MarkedUpper","MoistMDryL","E_W_N","SigPositive","Other","NWQuad","Westerly","WidespdDnsl"
"StrongUp","WeakUp","WeakUp","StrongUp","StrongUp","Neutral","Neutral","Neutral","Neutral","PC","PC","PC","PC","Weak","Strong","Other","Strong","Weak","Weak","Some","DecCapIncIns","Decreasing","Negative","Decreasing","SVR","Aug20_Sep15","D","CThruK","PartInhibit","MoreThanAve","MoreThanAve","CDEJ","LILt_8","Neutral","MoreUnstable","MoreUnstable","D","None","Weak","Slight","D","SIG","SIG","SVR","LowAtStation","Steep","Average","CloseToDryAd","MarkedUpper","MoistMDryL","DryLine","NegToPos","None","SWQuad","LVorOther","WidespdDnsl"
"Down","Down","StrongUp","Down","Down","Wet","Dry","Neutral","Wet","Clear","Cloudy","Clear","Clear","Weak","Strong","StrongWest","Strong","Weak","Strong","Marked","IncCapDecIns","Increasing","WeakPos","Decreasing","SIG","Jun15_Jul1","G","CThruK","PartInhibit","LessThanAve","Average","G","LILt_8","Stability","MoreUnstable","Average","GJ","PartInhibit","Unfavorable","None","G","XNIL","XNIL","SIG","LowEvrywhere","CloseToDryAd","Dry","CloseToDryAd","OtherRapid","MoistMDryL","None","SigNegative","None","NWQuad","Westerly","LongAnticyc"
